## DSID    events    xsec[pb]*kfac*filter        lumi[fb-1]         name
---------  --------  --------------------------  -----------------  ------------------------------------------------------------------------------
##         ##        ====================        ##                 ##
##         ##        Diboson_DC14_MC15sim        ##                 ##
301130     50000     6.5311e-05*1.0*1.0          765567.82          mc15_13TeV.301130.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_2000M2250
301131     50000     3.0167e-05*1.0*1.0          1657440.25         mc15_13TeV.301131.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_2250M2500
301132     50000     1.4549e-05*1.0*1.0          3436662.31         mc15_13TeV.301132.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_2500M2750
301133     50000     7.2592e-06*1.0*1.0          6887811.33         mc15_13TeV.301133.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_2750M3000
301134     50000     5.6692e-06*1.0*1.0          8819586.54         mc15_13TeV.301134.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_3000M3500
301135     50000     1.5975e-06*1.0*1.0          31298904.54        mc15_13TeV.301135.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_3500M4000
301136     50000     4.721e-07*1.0*1.0           105909764.88       mc15_13TeV.301136.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_4000M4500
301137     50000     1.4279e-07*1.0*1.0          350164577.35       mc15_13TeV.301137.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_4500M5000
301138     50000     6.1624e-08*1.0*1.0          811372192.65       mc15_13TeV.301138.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_5000M
301140     500000    32.053*1.0*1.0              15.6               mc15_13TeV.301140.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_120M180
301141     250000    5.0029*1.0*1.0              49.97              mc15_13TeV.301141.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_180M250
301142     150000    1.7543*1.0*1.0              85.5               mc15_13TeV.301142.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_250M400
301143     100000    0.31235*1.0*1.0             320.15             mc15_13TeV.301143.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_400M600
301144     50000     0.060793*1.0*1.0            822.46             mc15_13TeV.301144.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_600M800
301145     50000     0.017668*1.0*1.0            2829.98            mc15_13TeV.301145.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_800M1000
301146     50000     0.0072895*1.0*1.0           6859.18            mc15_13TeV.301146.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1000M1250
301147     50000     0.0025071*1.0*1.0           19943.36           mc15_13TeV.301147.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1250M1500
301148     50000     0.00098628*1.0*1.0          50695.54           mc15_13TeV.301148.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1500M1750
301149     50000     0.00042457*1.0*1.0          117766.21          mc15_13TeV.301149.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1750M2000
301150     50000     0.00019463*1.0*1.0          256897.7           mc15_13TeV.301150.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2000M2250
301151     50000     9.3349e-05*1.0*1.0          535624.38          mc15_13TeV.301151.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2250M2500
301152     50000     4.6259e-05*1.0*1.0          1080870.75         mc15_13TeV.301152.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2500M2750
301153     50000     2.3476e-05*1.0*1.0          2129834.72         mc15_13TeV.301153.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2750M3000
301154     50000     1.845e-05*1.0*1.0           2710027.1          mc15_13TeV.301154.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_3000M3500
301155     50000     5.0968e-06*1.0*1.0          9810076.91         mc15_13TeV.301155.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_3500M4000
301156     50000     1.4307e-06*1.0*1.0          34947927.59        mc15_13TeV.301156.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_4000M4500
301157     50000     4.0127e-07*1.0*1.0          124604381.09       mc15_13TeV.301157.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_4500M5000
301158     50000     1.5346e-07*1.0*1.0          325817802.68       mc15_13TeV.301158.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_5000M
301160     500000    22.198*1.0*1.0              22.52              mc15_13TeV.301160.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_120M180
301161     250000    3.2852*1.0*1.0              76.1               mc15_13TeV.301161.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_180M250
301162     150000    1.0832*1.0*1.0              138.48             mc15_13TeV.301162.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_250M400
301163     100000    0.17541*1.0*1.0             570.09             mc15_13TeV.301163.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_400M600
301164     50000     0.03098*1.0*1.0             1613.94            mc15_13TeV.301164.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_600M800
301165     50000     0.0082865*1.0*1.0           6033.91            mc15_13TeV.301165.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_800M1000
301166     50000     0.0031594*1.0*1.0           15825.79           mc15_13TeV.301166.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1000M1250
301167     50000     0.0010029*1.0*1.0           49855.42           mc15_13TeV.301167.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1250M1500
301168     50000     0.00036812*1.0*1.0          135825.27          mc15_13TeV.301168.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1500M1750
301169     50000     0.00014945*1.0*1.0          334560.05          mc15_13TeV.301169.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1750M2000
301170     50000     6.5311e-05*1.0*1.0          765567.82          mc15_13TeV.301170.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2000M2250
301171     50000     3.0167e-05*1.0*1.0          1657440.25         mc15_13TeV.301171.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2250M2500
301172     50000     1.4549e-05*1.0*1.0          3436662.31         mc15_13TeV.301172.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2500M2750
301173     50000     7.2592e-06*1.0*1.0          6887811.33         mc15_13TeV.301173.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2750M3000
301174     50000     5.6692e-06*1.0*1.0          8819586.54         mc15_13TeV.301174.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_3000M3500
301175     50000     1.5975e-06*1.0*1.0          31298904.54        mc15_13TeV.301175.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_3500M4000
301176     50000     4.721e-07*1.0*1.0           105909764.88       mc15_13TeV.301176.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_4000M4500
301177     50000     1.4279e-07*1.0*1.0          350164577.35       mc15_13TeV.301177.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_4500M5000
301178     50000     6.1624e-08*1.0*1.0          811372192.65       mc15_13TeV.301178.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_5000M
##         ##        ======================      ##                 ##
##         ##        Wjets_Sherpa22_Bfilter      ##                 ##
##         ##        ======================      ##                 ##
363333     6000000   20015.0*0.9702*0.04684      6.4                mc15_13TeV.363333.Sherpa_NNPDF30NNLO_Wtaunu_Pt0_70_BFilter
363336     4500000   589.83*0.9702*0.085814      88.91              mc15_13TeV.363336.Sherpa_NNPDF30NNLO_Wtaunu_Pt70_140_BFilter
363339     3949200   84.177*0.9702*0.10544       444.95             mc15_13TeV.363339.Sherpa_NNPDF30NNLO_Wtaunu_Pt140_280_BFilter
363342     1000000   6.0788*0.9702*0.12063       1363.73            mc15_13TeV.363342.Sherpa_NNPDF30NNLO_Wtaunu_Pt280_500_BFilter
363345     300000    0.37627*0.9702*0.13149      6063.58            mc15_13TeV.363345.Sherpa_NNPDF30NNLO_Wtaunu_Pt500_700_BFilter
363348     100000    0.067277*0.9702*0.14487     10260.18           mc15_13TeV.363348.Sherpa_NNPDF30NNLO_Wtaunu_Pt700_1000_BFilter
363351     10000     0.00902*0.9702*0.14126      7848.28            mc15_13TeV.363351.Sherpa_NNPDF30NNLO_Wtaunu_Pt1000_2000_BFilter
363354     10000     2.9392e-05*0.9702*0.18036   1886386.3          mc15_13TeV.363354.Sherpa_NNPDF30NNLO_Wtaunu_Pt2000_E_CMS_BFilter
363438     5999500   20020.0*0.9702*0.046728     6.41               mc15_13TeV.363438.Sherpa_NNPDF30NNLO_Wmunu_Pt0_70_BFilter
363441     4500000   590.05*0.9702*0.087028      87.63              mc15_13TeV.363441.Sherpa_NNPDF30NNLO_Wmunu_Pt70_140_BFilter
363444     4000000   83.964*0.9702*0.10614       448.84             mc15_13TeV.363444.Sherpa_NNPDF30NNLO_Wmunu_Pt140_280_BFilter
363447     1000000   6.1503*0.9702*0.12248       1327.51            mc15_13TeV.363447.Sherpa_NNPDF30NNLO_Wmunu_Pt280_500_BFilter
363450     274600    0.3807*0.9702*0.13669       5276.92            mc15_13TeV.363450.Sherpa_NNPDF30NNLO_Wmunu_Pt500_700_BFilter
363453     100000    0.068219*0.9702*0.14245     10290.4            mc15_13TeV.363453.Sherpa_NNPDF30NNLO_Wmunu_Pt700_1000_BFilter
363456     10000     0.0088975*0.9702*0.14879    7553.67            mc15_13TeV.363456.Sherpa_NNPDF30NNLO_Wmunu_Pt1000_2000_BFilter
363459     10000     2.7767e-05*0.9702*0.19726   1825710.91         mc15_13TeV.363459.Sherpa_NNPDF30NNLO_Wmunu_Pt2000_E_CMS_BFilter
363462     6000000   20004.0*0.9702*0.046999     6.38               mc15_13TeV.363462.Sherpa_NNPDF30NNLO_Wenu_Pt0_70_BFilter
363465     4500000   589.06*0.9702*0.086703      88.11              mc15_13TeV.363465.Sherpa_NNPDF30NNLO_Wenu_Pt70_140_BFilter
363468     3995000   84.128*0.9702*0.10608       447.65             mc15_13TeV.363468.Sherpa_NNPDF30NNLO_Wenu_Pt140_280_BFilter
363471     1000000   6.0828*0.9702*0.12419       1323.76            mc15_13TeV.363471.Sherpa_NNPDF30NNLO_Wenu_Pt280_500_BFilter
363474     300000    0.38452*0.9702*0.13681      5702.75            mc15_13TeV.363474.Sherpa_NNPDF30NNLO_Wenu_Pt500_700_BFilter
363477     100000    0.072063*0.9702*0.13566     10229.06           mc15_13TeV.363477.Sherpa_NNPDF30NNLO_Wenu_Pt700_1000_BFilter
363480     10000     0.0088869*0.9702*0.15161    7422.02            mc15_13TeV.363480.Sherpa_NNPDF30NNLO_Wenu_Pt1000_2000_BFilter
363483     10000     2.9071e-05*0.9702*0.13137   2618447.25         mc15_13TeV.363483.Sherpa_NNPDF30NNLO_Wenu_Pt2000_E_CMS_BFilter
##         ##        ======================      ##                 ##
##         ##        Wjets_Sherpa22_Cfilter      ##                 ##
##         ##        ======================      ##                 ##
363332     6000000   20028.0*0.9702*0.13812      2.17               mc15_13TeV.363332.Sherpa_NNPDF30NNLO_Wtaunu_Pt0_70_CFilterBVeto
363335     4500000   590.11*0.9702*0.25246       30.21              mc15_13TeV.363335.Sherpa_NNPDF30NNLO_Wtaunu_Pt70_140_CFilterBVeto
363338     4000000   84.282*0.9702*0.27588       172.03             mc15_13TeV.363338.Sherpa_NNPDF30NNLO_Wtaunu_Pt140_280_CFilterBVeto
363341     1000000   6.0652*0.9702*0.28685       574.78             mc15_13TeV.363341.Sherpa_NNPDF30NNLO_Wtaunu_Pt280_500_CFilterBVeto
363344     300000    0.37794*0.9702*0.29673      2675.08            mc15_13TeV.363344.Sherpa_NNPDF30NNLO_Wtaunu_Pt500_700_CFilterBVeto
363347     100000    0.067963*0.9702*0.29231     5033.66            mc15_13TeV.363347.Sherpa_NNPDF30NNLO_Wtaunu_Pt700_1000_CFilterBVeto
363350     10000     0.0089116*0.9702*0.29034    3864.89            mc15_13TeV.363350.Sherpa_NNPDF30NNLO_Wtaunu_Pt1000_2000_CFilterBVeto
363353     10000     3.0985e-05*0.9702*0.28965   1114230.31         mc15_13TeV.363353.Sherpa_NNPDF30NNLO_Wtaunu_Pt2000_E_CMS_CFilterBVeto
363437     6000000   20033.0*0.9702*0.13764      2.18               mc15_13TeV.363437.Sherpa_NNPDF30NNLO_Wmunu_Pt0_70_CFilterBVeto
363440     4500000   590.75*0.9702*0.25322       30.08              mc15_13TeV.363440.Sherpa_NNPDF30NNLO_Wmunu_Pt70_140_CFilterBVeto
363443     4000000   84.296*0.9702*0.27655       171.59             mc15_13TeV.363443.Sherpa_NNPDF30NNLO_Wmunu_Pt140_280_CFilterBVeto
363446     1000000   6.0684*0.9702*0.28678       574.61             mc15_13TeV.363446.Sherpa_NNPDF30NNLO_Wmunu_Pt280_500_CFilterBVeto
363449     300000    0.37959*0.9702*0.2909       2716.83            mc15_13TeV.363449.Sherpa_NNPDF30NNLO_Wmunu_Pt500_700_CFilterBVeto
363452     100000    0.068517*0.9702*0.27373     5331.87            mc15_13TeV.363452.Sherpa_NNPDF30NNLO_Wmunu_Pt700_1000_CFilterBVeto
363455     10000     0.0088991*0.9702*0.28896    3888.81            mc15_13TeV.363455.Sherpa_NNPDF30NNLO_Wmunu_Pt1000_2000_CFilterBVeto
363458     10000     3.2907e-05*0.9702*0.30733   988796.12          mc15_13TeV.363458.Sherpa_NNPDF30NNLO_Wmunu_Pt2000_E_CMS_CFilterBVeto
363461     6000000   20015.0*0.9702*0.13825      2.17               mc15_13TeV.363461.Sherpa_NNPDF30NNLO_Wenu_Pt0_70_CFilterBVeto
363464     4500000   589.12*0.9702*0.25614       29.82              mc15_13TeV.363464.Sherpa_NNPDF30NNLO_Wenu_Pt70_140_CFilterBVeto
363467     4000000   84.191*0.9702*0.27663       171.75             mc15_13TeV.363467.Sherpa_NNPDF30NNLO_Wenu_Pt140_280_CFilterBVeto
363470     1000000   6.0796*0.9702*0.28746       572.2              mc15_13TeV.363470.Sherpa_NNPDF30NNLO_Wenu_Pt280_500_CFilterBVeto
363473     300000    0.38112*0.9702*0.29004      2713.95            mc15_13TeV.363473.Sherpa_NNPDF30NNLO_Wenu_Pt500_700_CFilterBVeto
363476     100000    0.067651*0.9702*0.28984     5099.97            mc15_13TeV.363476.Sherpa_NNPDF30NNLO_Wenu_Pt700_1000_CFilterBVeto
363479     10000     0.0088697*0.9702*0.28403    3969.42            mc15_13TeV.363479.Sherpa_NNPDF30NNLO_Wenu_Pt1000_2000_CFilterBVeto
363482     10000     2.5889e-05*0.9702*0.094117  4104087.85         mc15_13TeV.363482.Sherpa_NNPDF30NNLO_Wenu_Pt2000_E_CMS_CFilterBVeto
##         ##        ====================        ##                 ##
##         ##        Wjets_Sherpa22_light        ##                 ##
##         ##        ====================        ##                 ##
363331     20000000  20024.0*0.9702*0.81442      1.23               mc15_13TeV.363331.Sherpa_NNPDF30NNLO_Wtaunu_Pt0_70_CVetoBVeto
363334     4500000   589.14*0.9702*0.6574        11.62              mc15_13TeV.363334.Sherpa_NNPDF30NNLO_Wtaunu_Pt70_140_CVetoBVeto
363337     4000000   84.22*0.9702*0.61404        77.35              mc15_13TeV.363337.Sherpa_NNPDF30NNLO_Wtaunu_Pt140_280_CVetoBVeto
363340     1000000   6.0858*0.9702*0.58438       281.18             mc15_13TeV.363340.Sherpa_NNPDF30NNLO_Wtaunu_Pt280_500_CVetoBVeto
363343     500000    0.38105*0.9702*0.56773      2311.25            mc15_13TeV.363343.Sherpa_NNPDF30NNLO_Wtaunu_Pt500_700_CVetoBVeto
363346     200000    0.073222*0.9702*0.56144     4865.02            mc15_13TeV.363346.Sherpa_NNPDF30NNLO_Wtaunu_Pt700_1000_CVetoBVeto
363349     10000     0.0090285*0.9702*0.55575    1992.99            mc15_13TeV.363349.Sherpa_NNPDF30NNLO_Wtaunu_Pt1000_2000_CVetoBVeto
363352     10000     2.6193e-05*0.9702*0.56055   681083.56          mc15_13TeV.363352.Sherpa_NNPDF30NNLO_Wtaunu_Pt2000_E_CMS_CVetoBVeto
363436     20000000  20011.0*0.9702*0.81357      1.23               mc15_13TeV.363436.Sherpa_NNPDF30NNLO_Wmunu_Pt0_70_CVetoBVeto
363439     4500000   589.74*0.9702*0.66021       11.56              mc15_13TeV.363439.Sherpa_NNPDF30NNLO_Wmunu_Pt70_140_CVetoBVeto
363442     4000000   84.068*0.9702*0.61447       77.43              mc15_13TeV.363442.Sherpa_NNPDF30NNLO_Wmunu_Pt140_280_CVetoBVeto
363445     1000000   6.5041*0.9702*0.58498       262.83             mc15_13TeV.363445.Sherpa_NNPDF30NNLO_Wmunu_Pt280_500_CVetoBVeto
363448     500000    0.38798*0.9702*0.56674      2273.93            mc15_13TeV.363448.Sherpa_NNPDF30NNLO_Wmunu_Pt500_700_CVetoBVeto
363451     200000    0.068303*0.9702*0.56002     5228.62            mc15_13TeV.363451.Sherpa_NNPDF30NNLO_Wmunu_Pt700_1000_CVetoBVeto
363454     10000     0.0089461*0.9702*0.55171    2026.07            mc15_13TeV.363454.Sherpa_NNPDF30NNLO_Wmunu_Pt1000_2000_CVetoBVeto
363457     10000     2.6342e-05*0.9702*0.48317   785690.12          mc15_13TeV.363457.Sherpa_NNPDF30NNLO_Wmunu_Pt2000_E_CMS_CVetoBVeto
363460     20000000  20029.0*0.9702*0.81379      1.23               mc15_13TeV.363460.Sherpa_NNPDF30NNLO_Wenu_Pt0_70_CVetoBVeto
363463     4500000   588.04*0.9702*0.65978       11.6               mc15_13TeV.363463.Sherpa_NNPDF30NNLO_Wenu_Pt70_140_CVetoBVeto
363466     4000000   84.102*0.9702*0.61538       77.29              mc15_13TeV.363466.Sherpa_NNPDF30NNLO_Wenu_Pt140_280_CVetoBVeto
363469     1000000   6.0923*0.9702*0.58169       282.18             mc15_13TeV.363469.Sherpa_NNPDF30NNLO_Wenu_Pt280_500_CVetoBVeto
363472     500000    0.38167*0.9702*0.57124      2293.31            mc15_13TeV.363472.Sherpa_NNPDF30NNLO_Wenu_Pt500_700_CVetoBVeto
363475     200000    0.068378*0.9702*0.55719     5249.41            mc15_13TeV.363475.Sherpa_NNPDF30NNLO_Wenu_Pt700_1000_CVetoBVeto
363478     10000     0.0087439*0.9702*0.54755    2088.68            mc15_13TeV.363478.Sherpa_NNPDF30NNLO_Wenu_Pt1000_2000_CVetoBVeto
363481     10000     3.1287e-05*0.9702*0.42738   747862.72          mc15_13TeV.363481.Sherpa_NNPDF30NNLO_Wenu_Pt2000_E_CMS_CVetoBVeto
##         ##        ===============             ##                 ##
##         ##        Zjets_AlpgenPy6             ##                 ##
##         ##        ===============             ##                 ##
361700     8000000   1283.9*1.187*1.0            6.23               mc15_13TeV.361700.AlpgenPythiaEvtGen_P2012_ZeeNp0
361701     7995000   277.24*1.0*1.0              28.84              mc15_13TeV.361701.AlpgenPythiaEvtGen_P2012_ZeeNp1
361702     5000000   75.799*1.187*1.0            65.96              mc15_13TeV.361702.AlpgenPythiaEvtGen_P2012_ZeeNp2
361703     2000000   21.576*1.187*1.0            92.7               mc15_13TeV.361703.AlpgenPythiaEvtGen_P2012_ZeeNp3
361704     1000000   6.1543*1.187*1.0            162.49             mc15_13TeV.361704.AlpgenPythiaEvtGen_P2012_ZeeNp4
361705     500000    2.4924*1.187*1.0            200.61             mc15_13TeV.361705.AlpgenPythiaEvtGen_P2012_ZeeNp5
361710     8000000   1284.2*1.187*1.0            6.23               mc15_13TeV.361710.AlpgenPythiaEvtGen_P2012_ZmumuNp0
361711     8000000   277.3*1.187*1.0             28.85              mc15_13TeV.361711.AlpgenPythiaEvtGen_P2012_ZmumuNp1
361712     5000000   75.788*1.187*1.0            65.97              mc15_13TeV.361712.AlpgenPythiaEvtGen_P2012_ZmumuNp2
361713     1995000   21.562*1.187*1.0            92.52              mc15_13TeV.361713.AlpgenPythiaEvtGen_P2012_ZmumuNp3
361714     1000000   6.1623*1.187*1.0            162.28             mc15_13TeV.361714.AlpgenPythiaEvtGen_P2012_ZmumuNp4
361715     500000    2.4669*1.187*1.0            202.68             mc15_13TeV.361715.AlpgenPythiaEvtGen_P2012_ZmumuNp5
361720     8000000   1284.0*1.187*1.0            6.23               mc15_13TeV.361720.AlpgenPythiaEvtGen_P2012_ZtautauNp0
361721     8000000   277.28*1.187*1.0            28.85              mc15_13TeV.361721.AlpgenPythiaEvtGen_P2012_ZtautauNp1
361722     5000000   75.815*1.187*1.0            65.95              mc15_13TeV.361722.AlpgenPythiaEvtGen_P2012_ZtautauNp2
361723     2000000   21.531*1.187*1.0            92.89              mc15_13TeV.361723.AlpgenPythiaEvtGen_P2012_ZtautauNp3
361724     1000000   6.1591*1.187*1.0            162.36             mc15_13TeV.361724.AlpgenPythiaEvtGen_P2012_ZtautauNp4
361725     500000    2.4558*1.187*1.0            203.6              mc15_13TeV.361725.AlpgenPythiaEvtGen_P2012_ZtautauNp5
361730     1100000   16.65*1.0*1.0               66.07              mc15_13TeV.361730.AlpgenPythiaEvtGen_P2012_ZeebbNp0
361731     500000    7.6399*1.0*1.0              65.45              mc15_13TeV.361731.AlpgenPythiaEvtGen_P2012_ZeebbNp1
361732     210000    3.0629*1.0*1.0              68.56              mc15_13TeV.361732.AlpgenPythiaEvtGen_P2012_ZeebbNp2
361733     95000     1.7879*1.0*1.0              53.13              mc15_13TeV.361733.AlpgenPythiaEvtGen_P2012_ZeebbNp3Incl
361735     595000    633.54*1.0*1.0              0.94               mc15_13TeV.361735.AlpgenPythiaEvtGen_P2012_ZeeccNp0
361736     400000    28.672*1.0*1.0              13.95              mc15_13TeV.361736.AlpgenPythiaEvtGen_P2012_ZeeccNp1
361737     195000    8.0836*1.0*1.0              24.12              mc15_13TeV.361737.AlpgenPythiaEvtGen_P2012_ZeeccNp2
361738     80000     4.6769*1.0*1.0              17.11              mc15_13TeV.361738.AlpgenPythiaEvtGen_P2012_ZeeccNp3Incl
361740     1100000   16.625*1.0*1.0              66.17              mc15_13TeV.361740.AlpgenPythiaEvtGen_P2012_ZmumubbNp0
361741     500000    7.6356*1.0*1.0              65.48              mc15_13TeV.361741.AlpgenPythiaEvtGen_P2012_ZmumubbNp1
361742     205000    3.0646*1.0*1.0              66.89              mc15_13TeV.361742.AlpgenPythiaEvtGen_P2012_ZmumubbNp2
361743     95000     1.7986*1.0*1.0              52.82              mc15_13TeV.361743.AlpgenPythiaEvtGen_P2012_ZmumubbNp3Incl
361745     595000    62.424*1.0*1.0              9.53               mc15_13TeV.361745.AlpgenPythiaEvtGen_P2012_ZmumuccNp0
361746     400000    28.675*1.0*1.0              13.95              mc15_13TeV.361746.AlpgenPythiaEvtGen_P2012_ZmumuccNp1
361747     195000    8.0972*1.0*1.0              24.08              mc15_13TeV.361747.AlpgenPythiaEvtGen_P2012_ZmumuccNp2
361748     80000     4.6782*1.0*1.0              17.1               mc15_13TeV.361748.AlpgenPythiaEvtGen_P2012_ZmumuccNp3Incl
361750     1100000   16.633*1.0*1.0              66.13              mc15_13TeV.361750.AlpgenPythiaEvtGen_P2012_ZtautaubbNp0
361751     500000    7.6356*1.0*1.0              65.48              mc15_13TeV.361751.AlpgenPythiaEvtGen_P2012_ZtautaubbNp1
361752     210000    3.0705*1.0*1.0              68.39              mc15_13TeV.361752.AlpgenPythiaEvtGen_P2012_ZtautaubbNp2
361753     100000    1.7937*1.0*1.0              55.75              mc15_13TeV.361753.AlpgenPythiaEvtGen_P2012_ZtautaubbNp3Incl
361755     595000    62.452*1.0*1.0              9.53               mc15_13TeV.361755.AlpgenPythiaEvtGen_P2012_ZtautauccNp0
361756     400000    28.642*1.0*1.0              13.97              mc15_13TeV.361756.AlpgenPythiaEvtGen_P2012_ZtautauccNp1
361757     195000    8.0984*1.0*1.0              24.08              mc15_13TeV.361757.AlpgenPythiaEvtGen_P2012_ZtautauccNp2
361758     80000     4.6471*1.0*1.0              17.22              mc15_13TeV.361758.AlpgenPythiaEvtGen_P2012_ZtautauccNp3Incl
##         ##        =================           ##                 ##
##         ##        Zjets_MadGraphPy8           ##                 ##
##         ##        =================           ##                 ##
342195     1500000   666.52*1.0*0.63217          3.56               mc15_13TeV.342195.MadGraphPythia8EvtGen_A14NNPDF23_QCDZbbjj_Incl
342196     1500000   4.8598*1.0*0.68166          452.8              mc15_13TeV.342196.MadGraphPythia8EvtGen_A14NNPDF23_EWKZbbjj_Incl
343982     285000    773.89*1.0*0.004718         78.06              mc15_13TeV.343982.MadGraphPythia8EvtGen_A14NNPDF23_Zmumu_Np0_mVBFfilt
343983     1000000   119.75*1.0*0.033677         247.97             mc15_13TeV.343983.MadGraphPythia8EvtGen_A14NNPDF23_Zmumu_Np1_mVBFfilt
343984     2000000   39.796*1.0*0.14992          335.22             mc15_13TeV.343984.MadGraphPythia8EvtGen_A14NNPDF23_Zmumu_Np2_mVBFfilt
343985     1000000   11.638*1.0*0.3165           271.49             mc15_13TeV.343985.MadGraphPythia8EvtGen_A14NNPDF23_Zmumu_Np3_mVBFfilt
343986     600000    5.0322*1.0*0.52162          228.58             mc15_13TeV.343986.MadGraphPythia8EvtGen_A14NNPDF23_Zmumu_Np4_mVBFfilt
361500     6890000   1401.6*1.232*1.0            4.92               mc15_13TeV.361500.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np0
361501     3600000   211.99*1.232*1.0            16.98              mc15_13TeV.361501.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np1
361502     2550000   67.305*1.232*1.0            37.89              mc15_13TeV.361502.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np2
361503     635000    18.679*1.232*1.0            34.0               mc15_13TeV.361503.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np3
361504     225000    7.291*1.232*1.0             30.86              mc15_13TeV.361504.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np4
361505     6890000   1402.0*1.232*1.0            4.91               mc15_13TeV.361505.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np0
361506     3600000   211.95*1.232*1.0            16.99              mc15_13TeV.361506.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np1
361507     2550000   67.353*1.232*1.0            37.86              mc15_13TeV.361507.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np2
361508     635000    18.633*1.232*1.0            34.08              mc15_13TeV.361508.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np3
361509     225000    7.3013*1.232*1.0            30.82              mc15_13TeV.361509.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np4
361510     6890000   1397.8*1.232*1.0            4.93               mc15_13TeV.361510.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np0
361511     3600000   211.4*1.232*1.0             17.03              mc15_13TeV.361511.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np1
361512     2550000   67.176*1.232*1.0            37.96              mc15_13TeV.361512.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np2
361513     635000    18.609*1.232*1.0            34.12              mc15_13TeV.361513.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np3
361514     225000    7.2749*1.232*1.0            30.93              mc15_13TeV.361514.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np4
