## DSID    events    xsec[pb]*kfac*filter        lumi[fb-1]         name
---------  --------  --------------------------  -----------------  ------------------------------------------------------------------------------
##         ##        ====================        ##                 ##
##         ##        Diboson_DC14_MC15sim        ##                 ##
361515     16500000  7518.4*1.2283*1.0           2.19               mc15_13TeV.361515.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np0
361516     10800000  1200.1*1.2283*1.0           9.0                mc15_13TeV.361516.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np1
361517     6120000   387.16*1.2283*1.0           15.81              mc15_13TeV.361517.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np2
361518     3810000   110.08*1.2283*1.0           34.61              mc15_13TeV.361518.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np3
361519     2849000   43.456*1.2283*1.0           65.56              mc15_13TeV.361519.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np4
361628     1000000   2677.1*1.232*1.0            0.37               mc15_13TeV.361628.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_lowMll_Np0
361629     800000    44.988*1.232*1.0            17.78              mc15_13TeV.361629.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_lowMll_Np1
361630     600000    29.292*1.232*1.0            20.48              mc15_13TeV.361630.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_lowMll_Np2
361631     297000    6.117*1.232*1.0             48.55              mc15_13TeV.361631.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_lowMll_Np3
361632     98500     2.2091*1.232*1.0            44.59              mc15_13TeV.361632.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_lowMll_Np4
361633     1000000   2677.1*1.232*1.0            0.37               mc15_13TeV.361633.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_lowMll_Np0
361634     800000    44.98*1.232*1.0             17.79              mc15_13TeV.361634.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_lowMll_Np1
361635     600000    29.302*1.232*1.0            20.48              mc15_13TeV.361635.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_lowMll_Np2
361636     296500    6.1088*1.232*1.0            48.54              mc15_13TeV.361636.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_lowMll_Np3
361637     97000     2.2231*1.232*1.0            43.63              mc15_13TeV.361637.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_lowMll_Np4
361638     1000000   2412.4*1.232*1.0            0.41               mc15_13TeV.361638.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_lowMll_Np0
361639     800000    46.019*1.232*1.0            17.38              mc15_13TeV.361639.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_lowMll_Np1
361640     600000    28.852*1.232*1.0            20.8               mc15_13TeV.361640.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_lowMll_Np2
361641     295500    6.0513*1.232*1.0            48.83              mc15_13TeV.361641.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_lowMll_Np3
361642     93500     2.2111*1.232*1.0            42.29              mc15_13TeV.361642.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_lowMll_Np4
363123     1958000   1714.5*1.141*0.83157        1.37               mc15_13TeV.363123.MGPy8EG_N30NLO_Zmumu_Ht0_70_CVetoBVeto
363124     572500    1715.5*1.141*0.10835        3.08               mc15_13TeV.363124.MGPy8EG_N30NLO_Zmumu_Ht0_70_CFilterBVeto
363125     500000    1715.7*1.141*0.059162       4.93               mc15_13TeV.363125.MGPy8EG_N30NLO_Zmumu_Ht0_70_BFilter
363138     5000      0.43601*1.141*0.57118       20.08              mc15_13TeV.363138.MGPy8EG_N30NLO_Zmumu_Ht700_1000_CVetoBVeto
363139     5000      0.44623*1.141*0.25948       43.18              mc15_13TeV.363139.MGPy8EG_N30NLO_Zmumu_Ht700_1000_CFilterBVeto
363140     4500      0.44567*1.141*0.15965       63.25              mc15_13TeV.363140.MGPy8EG_N30NLO_Zmumu_Ht700_1000_BFilter
363141     4500      0.14899*1.141*0.54908       55.01              mc15_13TeV.363141.MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CVetoBVeto
363142     1000      0.14625*1.141*0.27164       25.17              mc15_13TeV.363142.MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CFilterBVeto
363143     1000      0.14705*1.141*0.17299       39.31              mc15_13TeV.363143.MGPy8EG_N30NLO_Zmumu_Ht1000_2000_BFilter
363144     1000      0.005538*1.141*0.56337      320.52             mc15_13TeV.363144.MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CVetoBVeto
363145     1000      0.0055466*1.141*0.29294     615.45             mc15_13TeV.363145.MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CFilterBVeto
363146     1000      0.0056422*1.141*0.16307     1086.87            mc15_13TeV.363146.MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_BFilter
363147     3000000   1719.7*1.141*0.83292        2.09               mc15_13TeV.363147.MGPy8EG_N30NLO_Zee_Ht0_70_CVetoBVeto
363148     999900    1719.4*1.141*0.10775        5.4                mc15_13TeV.363148.MGPy8EG_N30NLO_Zee_Ht0_70_CFilterBVeto
363149     727950    1719.4*1.141*0.059156       7.16               mc15_13TeV.363149.MGPy8EG_N30NLO_Zee_Ht0_70_BFilter
363162     49900     0.44546*1.141*0.57676       194.22             mc15_13TeV.363162.MGPy8EG_N30NLO_Zee_Ht700_1000_CVetoBVeto
363163     50000     0.44611*1.141*0.26137       428.82             mc15_13TeV.363163.MGPy8EG_N30NLO_Zee_Ht700_1000_CFilterBVeto
363164     99060     0.44603*1.141*0.16181       1372.55            mc15_13TeV.363164.MGPy8EG_N30NLO_Zee_Ht700_1000_BFilter
363165     50000     0.15208*1.141*0.55543       591.93             mc15_13TeV.363165.MGPy8EG_N30NLO_Zee_Ht1000_2000_CVetoBVeto
363166     50000     0.15248*1.141*0.27476       1193.45            mc15_13TeV.363166.MGPy8EG_N30NLO_Zee_Ht1000_2000_CFilterBVeto
363167     49960     0.15327*1.141*0.16618       1961.49            mc15_13TeV.363167.MGPy8EG_N30NLO_Zee_Ht1000_2000_BFilter
363168     20000     0.0056989*1.141*0.53136     6604.65            mc15_13TeV.363168.MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CVetoBVeto
363169     20000     0.0057408*1.141*0.2923      11918.7            mc15_13TeV.363169.MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CFilterBVeto
363170     20000     0.0057164*1.141*0.17489     20005.18           mc15_13TeV.363170.MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_BFilter
363725     7239000   2813.3*1.141*0.888          2.9                mc15_13TeV.363725.MGPy8EG_N30NLO_Zmumu_lowMll_Ht0_70_CVetoBVeto
363726     693000    2816.3*1.141*0.084627       2.91               mc15_13TeV.363726.MGPy8EG_N30NLO_Zmumu_lowMll_Ht0_70_CFilterBVeto
363727     999800    2816.0*1.141*0.027286       13.01              mc15_13TeV.363727.MGPy8EG_N30NLO_Zmumu_lowMll_Ht0_70_BFilter
363728     594500    25.846*1.141*0.66714        34.48              mc15_13TeV.363728.MGPy8EG_N30NLO_Zmumu_lowMll_Ht70_140_CVetoBVeto
363729     299700    25.921*1.141*0.25195        45.89              mc15_13TeV.363729.MGPy8EG_N30NLO_Zmumu_lowMll_Ht70_140_CFilterBVeto
363730     199750    25.93*1.141*0.080668        95.5               mc15_13TeV.363730.MGPy8EG_N30NLO_Zmumu_lowMll_Ht70_140_BFilter
363731     188500    9.2576*1.141*0.63482        32.07              mc15_13TeV.363731.MGPy8EG_N30NLO_Zmumu_lowMll_Ht140_280_CVetoBVeto
363732     58500     9.2749*1.141*0.26724        23.6               mc15_13TeV.363732.MGPy8EG_N30NLO_Zmumu_lowMll_Ht140_280_CFilterBVeto
363733     97800     9.3176*1.141*0.10002        104.94             mc15_13TeV.363733.MGPy8EG_N30NLO_Zmumu_lowMll_Ht140_280_BFilter
363734     39500     1.8342*1.141*0.59635        36.11              mc15_13TeV.363734.MGPy8EG_N30NLO_Zmumu_lowMll_Ht280_500_CVetoBVeto
363735     20000     1.842*1.141*0.27848         38.99              mc15_13TeV.363735.MGPy8EG_N30NLO_Zmumu_lowMll_Ht280_500_CFilterBVeto
363736     19900     1.8406*1.141*0.1228         88.04              mc15_13TeV.363736.MGPy8EG_N30NLO_Zmumu_lowMll_Ht280_500_BFilter
363737     20000     0.24336*1.141*0.5744        143.08             mc15_13TeV.363737.MGPy8EG_N30NLO_Zmumu_lowMll_Ht500_700_CVetoBVeto
363738     20000     0.24364*1.141*0.29329       279.89             mc15_13TeV.363738.MGPy8EG_N30NLO_Zmumu_lowMll_Ht500_700_CFilterBVeto
363739     19950     0.24369*1.141*0.13905       588.75             mc15_13TeV.363739.MGPy8EG_N30NLO_Zmumu_lowMll_Ht500_700_BFilter
363740     19600     0.075079*1.141*0.55119      473.63             mc15_13TeV.363740.MGPy8EG_N30NLO_Zmumu_lowMll_Ht700_1000_CVetoBVeto
363741     19900     0.07408*1.141*0.29501       910.57             mc15_13TeV.363741.MGPy8EG_N30NLO_Zmumu_lowMll_Ht700_1000_CFilterBVeto
363742     19900     0.074099*1.141*0.14924      1799.52            mc15_13TeV.363742.MGPy8EG_N30NLO_Zmumu_lowMll_Ht700_1000_BFilter
363743     20000     0.020213*1.141*0.54262      1823.49            mc15_13TeV.363743.MGPy8EG_N30NLO_Zmumu_lowMll_Ht1000_2000_CVetoBVeto
363744     19950     0.019991*1.141*0.29845      3343.77            mc15_13TeV.363744.MGPy8EG_N30NLO_Zmumu_lowMll_Ht1000_2000_CFilterBVeto
363745     19900     0.020136*1.141*0.15648      6315.69            mc15_13TeV.363745.MGPy8EG_N30NLO_Zmumu_lowMll_Ht1000_2000_BFilter
363746     19110     0.00035612*1.141*0.5099     105239.63          mc15_13TeV.363746.MGPy8EG_N30NLO_Zmumu_lowMll_Ht2000_E_CMS_CVetoBVeto
363747     19410     0.00036063*1.141*0.30357    177298.41          mc15_13TeV.363747.MGPy8EG_N30NLO_Zmumu_lowMll_Ht2000_E_CMS_CFilterBVeto
363748     19690     0.00038109*1.141*0.17245    299609.08          mc15_13TeV.363748.MGPy8EG_N30NLO_Zmumu_lowMll_Ht2000_E_CMS_BFilter
##         ##        ==================          ##                 ##
##         ##        Zjets_PowPy8_slice          ##                 ##
##         ##        ==================          ##                 ##
301000     500000    17.478*1.0*1.0              28.61              mc15_13TeV.301000.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_120M180
301001     250000    2.9212*1.0*1.0              85.58              mc15_13TeV.301001.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_180M250
301002     150000    1.082*1.0*1.0               138.63             mc15_13TeV.301002.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_250M400
301003     100000    0.1955*1.0*1.0              511.51             mc15_13TeV.301003.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_400M600
301004     145000    0.037401*1.0*1.0            3876.9             mc15_13TeV.301004.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_600M800
301005     50000     0.010607*1.0*1.0            4713.87            mc15_13TeV.301005.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_800M1000
301006     50000     0.0042582*1.0*1.0           11742.05           mc15_13TeV.301006.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1000M1250
301007     50000     0.0014219*1.0*1.0           35164.22           mc15_13TeV.301007.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1250M1500
301008     50000     0.00054521*1.0*1.0          91707.78           mc15_13TeV.301008.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1500M1750
301009     100000    0.00022992*1.0*1.0          434933.89          mc15_13TeV.301009.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1750M2000
301010     50000     0.00010387*1.0*1.0          481370.94          mc15_13TeV.301010.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2000M2250
301011     50000     4.94e-05*1.0*1.0            1012145.75         mc15_13TeV.301011.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2250M2500
301012     50000     2.4452e-05*1.0*1.0          2044822.51         mc15_13TeV.301012.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2500M2750
301013     50000     1.2487e-05*1.0*1.0          4004164.33         mc15_13TeV.301013.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2750M3000
301014     50000     1.0029e-05*1.0*1.0          4985541.93         mc15_13TeV.301014.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_3000M3500
301015     50000     2.9342e-06*1.0*1.0          17040419.88        mc15_13TeV.301015.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_3500M4000
301016     50000     8.9764e-07*1.0*1.0          55701617.57        mc15_13TeV.301016.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_4000M4500
301017     50000     2.8071e-07*1.0*1.0          178119767.73       mc15_13TeV.301017.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_4500M5000
301018     50000     1.2649e-07*1.0*1.0          395288165.07       mc15_13TeV.301018.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_5000M
301020     500000    17.478*1.0*1.0              28.61              mc15_13TeV.301020.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_120M180
301021     250000    2.9212*1.0*1.0              85.58              mc15_13TeV.301021.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_180M250
301022     150000    1.082*1.0*1.0               138.63             mc15_13TeV.301022.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_250M400
301023     100000    0.1955*1.0*1.0              511.51             mc15_13TeV.301023.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_400M600
301024     100000    0.037399*1.0*1.0            2673.87            mc15_13TeV.301024.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_600M800
301025     50000     0.010607*1.0*1.0            4713.87            mc15_13TeV.301025.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_800M1000
301026     50000     0.0042582*1.0*1.0           11742.05           mc15_13TeV.301026.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1000M1250
301027     50000     0.0014219*1.0*1.0           35164.22           mc15_13TeV.301027.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1250M1500
301028     50000     0.00054521*1.0*1.0          91707.78           mc15_13TeV.301028.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1500M1750
301029     50000     0.00022991*1.0*1.0          217476.4           mc15_13TeV.301029.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1750M2000
301030     50000     0.00010387*1.0*1.0          481370.94          mc15_13TeV.301030.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2000M2250
301031     50000     4.94e-05*1.0*1.0            1012145.75         mc15_13TeV.301031.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2250M2500
301032     50000     2.4452e-05*1.0*1.0          2044822.51         mc15_13TeV.301032.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2500M2750
301033     50000     1.2487e-05*1.0*1.0          4004164.33         mc15_13TeV.301033.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2750M3000
301034     50000     1.0029e-05*1.0*1.0          4985541.93         mc15_13TeV.301034.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_3000M3500
301035     50000     2.9342e-06*1.0*1.0          17040419.88        mc15_13TeV.301035.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_3500M4000
301036     50000     8.9764e-07*1.0*1.0          55701617.57        mc15_13TeV.301036.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_4000M4500
301037     50000     2.8071e-07*1.0*1.0          178119767.73       mc15_13TeV.301037.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_4500M5000
301038     50000     1.2649e-07*1.0*1.0          395288165.07       mc15_13TeV.301038.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_5000M
301040     450000    17.479*1.0*1.0              25.75              mc15_13TeV.301040.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_120M180
301041     450000    2.9213*1.0*1.0              154.04             mc15_13TeV.301041.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_180M250
301042     450000    1.082*1.0*1.0               415.9              mc15_13TeV.301042.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_250M400
301043     450000    0.1955*1.0*1.0              2301.79            mc15_13TeV.301043.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_400M600
301044     450000    0.037401*1.0*1.0            12031.76           mc15_13TeV.301044.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_600M800
301045     450000    0.010607*1.0*1.0            42424.81           mc15_13TeV.301045.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_800M1000
301046     450000    0.0042585*1.0*1.0           105671.01          mc15_13TeV.301046.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1000M1250
301047     450000    0.001422*1.0*1.0            316455.7           mc15_13TeV.301047.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1250M1500
301048     350000    0.00054524*1.0*1.0          641919.15          mc15_13TeV.301048.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1500M1750
301049     235000    0.00022992*1.0*1.0          1022094.64         mc15_13TeV.301049.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1750M2000
301050     450000    0.00010386*1.0*1.0          4332755.63         mc15_13TeV.301050.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2000M2250
301051     350000    4.9403e-05*1.0*1.0          7084590.0          mc15_13TeV.301051.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2250M2500
301052     350000    2.4454e-05*1.0*1.0          14312586.9         mc15_13TeV.301052.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2500M2750
301053     350000    1.249e-05*1.0*1.0           28022417.93        mc15_13TeV.301053.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2750M3000
301054     350000    1.0031e-05*1.0*1.0          34891835.31        mc15_13TeV.301054.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_3000M3500
301055     400000    2.9343e-06*1.0*1.0          136318713.15       mc15_13TeV.301055.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_3500M4000
301056     315000    8.9766e-07*1.0*1.0          350912372.17       mc15_13TeV.301056.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_4000M4500
301057     350000    2.8071e-07*1.0*1.0          1246838374.12      mc15_13TeV.301057.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_4500M5000
301058     350000    1.2648e-07*1.0*1.0          2767235926.63      mc15_13TeV.301058.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_5000M
361664     6975000   13960.0*1.0*0.051393        9.72               mc15_13TeV.361664.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_6M10
361665     10550000  6621.4*1.0*0.26631          5.98               mc15_13TeV.361665.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_10M60
361666     6960000   13960.0*1.0*0.054459        9.15               mc15_13TeV.361666.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_6M10
361667     10560000  6621.3*1.0*0.27361          5.83               mc15_13TeV.361667.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_10M60
361668     999800    13960.0*1.0*0.000589        121.56             mc15_13TeV.361668.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_6M10
361669     475000    6621.6*1.0*0.015115         4.75               mc15_13TeV.361669.PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_10M60
##         ##        ======================      ##                 ##
##         ##        Zjets_Sherpa22_Bfilter      ##                 ##
##         ##        ======================      ##                 ##
363104     1100000   71.679*0.9751*0.12637       121.44             mc15_13TeV.363104.Sherpa_NNPDF30NNLO_Ztautau_Pt70_140_BFilter
363107     996000    11.078*0.9751*0.14399       624.4              mc15_13TeV.363107.Sherpa_NNPDF30NNLO_Ztautau_Pt140_280_BFilter
363110     300000    0.83458*0.9751*0.15277      2352.96            mc15_13TeV.363110.Sherpa_NNPDF30NNLO_Ztautau_Pt280_500_BFilter
363113     200000    0.052708*0.9751*0.15883     23890.26           mc15_13TeV.363113.Sherpa_NNPDF30NNLO_Ztautau_Pt500_700_BFilter
363116     28400     0.0095039*0.9751*0.15905    18788.1            mc15_13TeV.363116.Sherpa_NNPDF30NNLO_Ztautau_Pt700_1000_BFilter
363119     19300     0.0012661*0.9751*0.11731    129943.41          mc15_13TeV.363119.Sherpa_NNPDF30NNLO_Ztautau_Pt1000_2000_BFilter
363363     2000000   2078.8*0.9751*0.069319      13.88              mc15_13TeV.363363.Sherpa_NNPDF30NNLO_Ztautau_Pt0_70_BFilter
363366     2000000   2077.6*0.9751*0.070383      13.68              mc15_13TeV.363366.Sherpa_NNPDF30NNLO_Zmumu_Pt0_70_BFilter
363369     1077500   71.574*0.9751*0.12759       117.99             mc15_13TeV.363369.Sherpa_NNPDF30NNLO_Zmumu_Pt70_140_BFilter
363372     1000000   11.078*0.9751*0.14423       625.87             mc15_13TeV.363372.Sherpa_NNPDF30NNLO_Zmumu_Pt140_280_BFilter
363375     300000    0.83216*0.9751*0.15228      2367.4             mc15_13TeV.363375.Sherpa_NNPDF30NNLO_Zmumu_Pt280_500_BFilter
363378     200000    0.053414*0.9751*0.14697     25476.88           mc15_13TeV.363378.Sherpa_NNPDF30NNLO_Zmumu_Pt500_700_BFilter
363381     30000     0.0095915*0.9751*0.15988    19563.23           mc15_13TeV.363381.Sherpa_NNPDF30NNLO_Zmumu_Pt700_1000_BFilter
363384     20000     0.0012306*0.9751*0.15391    105595.7           mc15_13TeV.363384.Sherpa_NNPDF30NNLO_Zmumu_Pt1000_2000_BFilter
363387     10000     4.7171e-06*0.9751*0.14554   14566075.15        mc15_13TeV.363387.Sherpa_NNPDF30NNLO_Zmumu_Pt2000_E_CMS_BFilter
363390     2000000   2074.0*0.9751*0.069482      13.88              mc15_13TeV.363390.Sherpa_NNPDF30NNLO_Zee_Pt0_70_BFilter
