
# DSID  events  xsec[pb]*kfac*filter    lumi            name
# ------------------------------------------------------------
361349 	11932000  	21378.0*1.0*0.04822 	11.57 		mc15_13TeV.361349.Sherpa_CT10_Wtaunu_Pt0_70_CFilterBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361350 	5998200   	21386.0*1.0*0.059467 	4.72 		mc15_13TeV.361350.Sherpa_CT10_Wtaunu_Pt0_70_BFilter.merge.AOD.e3733_s2608_s2183_r6869_r6282
361351 	4935800   	634.47*1.0*0.72335 	10.75 		mc15_13TeV.361351.Sherpa_CT10_Wtaunu_Pt70_140_CVetoBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361352 	4963300   	634.15*1.0*0.16736 	46.77 		mc15_13TeV.361352.Sherpa_CT10_Wtaunu_Pt70_140_CFilterBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361353 	4948200   	632.8*1.0*0.084276 	92.78 		mc15_13TeV.361353.Sherpa_CT10_Wtaunu_Pt70_140_BFilter.merge.AOD.e3733_s2608_s2183_r6869_r6282
361354 	4951100   	90.037*1.0*0.67825 	81.08 		mc15_13TeV.361354.Sherpa_CT10_Wtaunu_Pt140_280_CVetoBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361355 	4956900   	90.171*1.0*0.19405 	283.29 		mc15_13TeV.361355.Sherpa_CT10_Wtaunu_Pt140_280_CFilterBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361356 	4885000   	89.974*1.0*0.10303 	526.97 		mc15_13TeV.361356.Sherpa_CT10_Wtaunu_Pt140_280_BFilter.merge.AOD.e3733_s2608_s2183_r6869_r6282
361357 	998200 	  	5.7931*1.0*0.63827 	269.96 		mc15_13TeV.361357.Sherpa_CT10_Wtaunu_Pt280_500_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361358 	898600 	  	5.7831*1.0*0.2062 	753.56 		mc15_13TeV.361358.Sherpa_CT10_Wtaunu_Pt280_500_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361359 	899300 	  	5.7491*1.0*0.1203 	1300.29 	mc15_13TeV.361359.Sherpa_CT10_Wtaunu_Pt280_500_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361360 	499800 	  	0.3451*1.0*0.63904 	2266.33 	mc15_13TeV.361360.Sherpa_CT10_Wtaunu_Pt500_700_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361361 	300000 	  	0.35372*1.0*0.12546 	6760.15 	mc15_13TeV.361361.Sherpa_CT10_Wtaunu_Pt500_700_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361362 	299600 	  	0.34668*1.0*0.12693 	6808.46 	mc15_13TeV.361362.Sherpa_CT10_Wtaunu_Pt500_700_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361363 	200000 	  	0.060864*1.0*0.61594 	5334.96 	mc15_13TeV.361363.Sherpa_CT10_Wtaunu_Pt700_1000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361364 	99700 	  	0.060497*1.0*0.42626 	3866.22 	mc15_13TeV.361364.Sherpa_CT10_Wtaunu_Pt700_1000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361365 	100000 		0.060693*1.0*0.14398 	11443.51 	mc15_13TeV.361365.Sherpa_CT10_Wtaunu_Pt700_1000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361366 	50000 		0.0079324*1.0*0.57985 	10870.51 	mc15_13TeV.361366.Sherpa_CT10_Wtaunu_Pt1000_2000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361367 	30000 		0.0078888*1.0*0.1792 	21221.32 	mc15_13TeV.361367.Sherpa_CT10_Wtaunu_Pt1000_2000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361368 	29780 		0.0080228*1.0*0.12306 	30163.51 	mc15_13TeV.361368.Sherpa_CT10_Wtaunu_Pt1000_2000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361369 	20000 		3.3382e-05*1.0*0.5947 	1007441.19 	mc15_13TeV.361369.Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361370 	10000 		3.0482e-05*1.0*0.22403 	1464368.45 	mc15_13TeV.361370.Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361371 	10000 		3.1977e-05*1.0*0.1372 	2279335.07 	mc15_13TeV.361371.Sherpa_CT10_Wtaunu_Pt2000_E_CMS_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361372 	3972200 	2206.7*1.0*0.77884 	2.31 		mc15_13TeV.361372.Sherpa_CT10_Zee_Pt0_70_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361373 	1795200 	2205.8*1.0*0.14619 	5.57 		mc15_13TeV.361373.Sherpa_CT10_Zee_Pt0_70_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361374 	2949800 	2205.4*1.0*0.078641 	17.01 		mc15_13TeV.361374.Sherpa_CT10_Zee_Pt0_70_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361375 	1473100 	75.673*1.0*0.64226 	30.31 		mc15_13TeV.361375.Sherpa_CT10_Zee_Pt70_140_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361376 	493200 		75.87*1.0*0.21077 	30.84 		mc15_13TeV.361376.Sherpa_CT10_Zee_Pt70_140_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361377 	951800 		76.133*1.0*0.11082 	112.81 		mc15_13TeV.361377.Sherpa_CT10_Zee_Pt70_140_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361378 	444200 		11.704*1.0*0.60309 	62.93 		mc15_13TeV.361378.Sherpa_CT10_Zee_Pt140_280_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361379 	498000 		11.502*1.0*0.23816 	181.80 		mc15_13TeV.361379.Sherpa_CT10_Zee_Pt140_280_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361380 	984050 		11.652*1.0*0.13308 	634.61 		mc15_13TeV.361380.Sherpa_CT10_Zee_Pt140_280_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361381 	498600 		0.76731*1.0*0.57726 	1125.67 	mc15_13TeV.361381.Sherpa_CT10_Zee_Pt280_500_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361382 	299800 		0.76277*1.0*0.25177 	1561.11 	mc15_13TeV.361382.Sherpa_CT10_Zee_Pt280_500_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361383 	299700 		0.76542*1.0*0.14354 	2727.81 	mc15_13TeV.361383.Sherpa_CT10_Zee_Pt280_500_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361384 	299600 		0.04616*1.0*0.56388 	11510.37 	mc15_13TeV.361384.Sherpa_CT10_Zee_Pt500_700_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361385 	200000 		0.046402*1.0*0.28977 	14874.41 	mc15_13TeV.361385.Sherpa_CT10_Zee_Pt500_700_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361386 	199800 		0.04647*1.0*0.52003 	8267.88 	mc15_13TeV.361386.Sherpa_CT10_Zee_Pt500_700_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361387 	50000 		0.0081345*1.0*0.55737 	11027.97 	mc15_13TeV.361387.Sherpa_CT10_Zee_Pt700_1000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361388 	30000 		0.0081243*1.0*0.17807 	20736.93 	mc15_13TeV.361388.Sherpa_CT10_Zee_Pt700_1000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361389 	29800 		0.0081564*1.0*0.12095 	30207.30 	mc15_13TeV.361389.Sherpa_CT10_Zee_Pt700_1000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361390 	30000 		0.0010416*1.0*0.51007 	56466.45 	mc15_13TeV.361390.Sherpa_CT10_Zee_Pt1000_2000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361391 	20000 		0.0010616*1.0*0.26222 	71846.11 	mc15_13TeV.361391.Sherpa_CT10_Zee_Pt1000_2000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361392 	20000 		0.0010599*1.0*0.13681 	137926.36 	mc15_13TeV.361392.Sherpa_CT10_Zee_Pt1000_2000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361393 	19800 		4.2785e-06*1.0*0.62209 	7439100.63 	mc15_13TeV.361393.Sherpa_CT10_Zee_Pt2000_E_CMS_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361394 	10000 		4.3389e-06*1.0*0.31994 	7203636.98 	mc15_13TeV.361394.Sherpa_CT10_Zee_Pt2000_E_CMS_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361395 	9980 		4.1479e-06*1.0*1.8906e-14 		127263132852047659008.00	mc15_13TeV.361395.Sherpa_CT10_Zee_Pt2000_E_CMS_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361396 	3969600 	2205.7*1.0*0.77824 			2.31 				mc15_13TeV.361396.Sherpa_CT10_Zmumu_Pt0_70_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361397 	1770800 	2205.5*1.0*0.1412 			5.69 				mc15_13TeV.361397.Sherpa_CT10_Zmumu_Pt0_70_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361398 	2463600 	2204.2*1.0*0.078519 			14.23 				mc15_13TeV.361398.Sherpa_CT10_Zmumu_Pt0_70_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361399 	1485600 	75.889*1.0*0.64618 			30.29 				mc15_13TeV.361399.Sherpa_CT10_Zmumu_Pt70_140_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361400 	487000 		76.179*1.0*0.214 			29.87 				mc15_13TeV.361400.Sherpa_CT10_Zmumu_Pt70_140_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361401 	1175600 	76.098*1.0*0.1229 			125.70 				mc15_13TeV.361401.Sherpa_CT10_Zmumu_Pt70_140_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361402 	267200 		11.637*1.0*0.60214 			38.13 				mc15_13TeV.361402.Sherpa_CT10_Zmumu_Pt140_280_CVetoBVeto.merge.AOD.e3651_s2608_s2183_r6869_r6282
361403 	475200 		11.657*1.0*0.2348 			173.62 				mc15_13TeV.361403.Sherpa_CT10_Zmumu_Pt140_280_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361404 	825900 		11.653*1.0*0.13968 			507.41 				mc15_13TeV.361404.Sherpa_CT10_Zmumu_Pt140_280_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361405 	499000 		0.76899*1.0*0.57151 			1135.42 			mc15_13TeV.361405.Sherpa_CT10_Zmumu_Pt280_500_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361406 	299000 		0.75652*1.0*0.24999 			1580.99 			mc15_13TeV.361406.Sherpa_CT10_Zmumu_Pt280_500_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361407 	299800 		0.7716*1.0*0.1343 			2893.10 			mc15_13TeV.361407.Sherpa_CT10_Zmumu_Pt280_500_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361408 	299200 		0.046017*1.0*0.56192 			11570.94 			mc15_13TeV.361408.Sherpa_CT10_Zmumu_Pt500_700_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361409 	199600 		0.04656*1.0*0.37766 			11351.33 			mc15_13TeV.361409.Sherpa_CT10_Zmumu_Pt500_700_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361410 	199400 		0.046356*1.0*0.14486 			29694.14 			mc15_13TeV.361410.Sherpa_CT10_Zmumu_Pt500_700_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361411 	50000 		0.0080386*1.0*0.51379 			12106.09 			mc15_13TeV.361411.Sherpa_CT10_Zmumu_Pt700_1000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361412 	30000 		0.0078922*1.0*0.26046 			14594.26 			mc15_13TeV.361412.Sherpa_CT10_Zmumu_Pt700_1000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361413 	30000 		0.0080571*1.0*0.13983 			26628.22 			mc15_13TeV.361413.Sherpa_CT10_Zmumu_Pt700_1000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361414 	30000 		0.0011444*1.0*0.49684 			52762.68 			mc15_13TeV.361414.Sherpa_CT10_Zmumu_Pt1000_2000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361415 	19800 		0.0010425*1.0*0.11406 			166515.92 			mc15_13TeV.361415.Sherpa_CT10_Zmumu_Pt1000_2000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361416 	19240 		0.0010661*1.0*0.16692 			108118.19 			mc15_13TeV.361416.Sherpa_CT10_Zmumu_Pt1000_2000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361417 	20000 		4.1112e-06*1.0*0.54315 			8956567.58 			mc15_13TeV.361417.Sherpa_CT10_Zmumu_Pt2000_E_CMS_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361418 	9980 		4.1113e-06*1.0*0.16756 			14487085.44 			mc15_13TeV.361418.Sherpa_CT10_Zmumu_Pt2000_E_CMS_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361419 	9790 		4.2224e-06*1.0*0.093909 		24689716.49 			mc15_13TeV.361419.Sherpa_CT10_Zmumu_Pt2000_E_CMS_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361420 	1995200 	2196.5*1.0*0.77854 			1.17 				mc15_13TeV.361420.Sherpa_CT10_Ztautau_Pt0_70_CVetoBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361421 	1788800 	2204.1*1.0*0.14155 			5.73 				mc15_13TeV.361421.Sherpa_CT10_Ztautau_Pt0_70_CFilterBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361422 	2714200 	2205.2*1.0*0.07806 			15.77 				mc15_13TeV.361422.Sherpa_CT10_Ztautau_Pt0_70_BFilter.merge.AOD.e3733_s2608_s2183_r6869_r6282
361423 	1491500 	76.322*1.0*0.6407 			30.50 				mc15_13TeV.361423.Sherpa_CT10_Ztautau_Pt70_140_CVetoBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361424 	498000 		76.004*1.0*0.21564 			30.39 				mc15_13TeV.361424.Sherpa_CT10_Ztautau_Pt70_140_CFilterBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361425 	1185400 	75.883*1.0*0.12365 			126.34 				mc15_13TeV.361425.Sherpa_CT10_Ztautau_Pt70_140_BFilter.merge.AOD.e3733_s2608_s2183_r6869_r6282
361426 	333000 		11.632*1.0*0.60505 			47.31 				mc15_13TeV.361426.Sherpa_CT10_Ztautau_Pt140_280_CVetoBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361427 	493200 		11.611*1.0*0.2326 			182.62 				mc15_13TeV.361427.Sherpa_CT10_Ztautau_Pt140_280_CFilterBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
361428 	974600 		11.668*1.0*0.13388 			623.90 				mc15_13TeV.361428.Sherpa_CT10_Ztautau_Pt140_280_BFilter.merge.AOD.e3733_s2608_s2183_r6869_r6282
361429 	499000 		0.76587*1.0*0.58559 			1112.63 			mc15_13TeV.361429.Sherpa_CT10_Ztautau_Pt280_500_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361430 	299100 		0.76522*1.0*0.24318 			1607.32 			mc15_13TeV.361430.Sherpa_CT10_Ztautau_Pt280_500_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361431 	300000 		0.76011*1.0*0.145 			2721.93 			mc15_13TeV.361431.Sherpa_CT10_Ztautau_Pt280_500_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361432 	299600 		0.046214*1.0*0.56274 			11520.21 			mc15_13TeV.361432.Sherpa_CT10_Ztautau_Pt500_700_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361433 	199000 		0.046053*1.0*0.24286 			17792.59 			mc15_13TeV.361433.Sherpa_CT10_Ztautau_Pt500_700_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361434 	199180 		0.046059*1.0*0.15666 			27604.07 			mc15_13TeV.361434.Sherpa_CT10_Ztautau_Pt500_700_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361435 	49800 		0.0081358*1.0*0.53177 			11510.79 			mc15_13TeV.361435.Sherpa_CT10_Ztautau_Pt700_1000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361436 	30000 		0.0080177*1.0*0.25456 			14698.78 			mc15_13TeV.361436.Sherpa_CT10_Ztautau_Pt700_1000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361437 	30000 		0.0081221*1.0*0.13239 			27899.58 			mc15_13TeV.361437.Sherpa_CT10_Ztautau_Pt700_1000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361438 	30000 		0.0010477*1.0*0.54553 			52488.68 			mc15_13TeV.361438.Sherpa_CT10_Ztautau_Pt1000_2000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361439 	20000 		0.00105*1.0*0.26454 			72002.79 			mc15_13TeV.361439.Sherpa_CT10_Ztautau_Pt1000_2000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361440 	20000 		0.0010645*1.0*0.17946 			104692.76 			mc15_13TeV.361440.Sherpa_CT10_Ztautau_Pt1000_2000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361441 	20000 		4.0687e-06*1.0*0.32331 			15203906.47 			mc15_13TeV.361441.Sherpa_CT10_Ztautau_Pt2000_E_CMS_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282




# Added From LepHad
361491 	49980 	       0.0074346*1.0*1      	                6722.62 	                mc15_13TeV.361491.Sherpa_CT10_Ztautau_Mll10to40_Pt400_E_CMS_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361442 	100 	       6.4979e-06*1.0*1 			15389.59 			mc15_13TeV.361442.Sherpa_CT10_Ztautau_Pt2000_E_CMS_CFilterBVeto.merge.AOD.e3741_s2608_s2183_r6802_r6264
361490 	99600 	       0.0074353*1.0*0.94162 			14226.08 			mc15_13TeV.361490.Sherpa_CT10_Ztautau_Mll10to40_Pt400_E_CMS_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361486 	598200 	       7.7699*1.0*0.8921 			86.30 				mc15_13TeV.361486.Sherpa_CT10_Ztautau_Mll10to40_Pt70_140_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361484 	2490400        2268.6*1.0*0.95169 			1.15 				mc15_13TeV.361484.Sherpa_CT10_Ztautau_Mll10to40_Pt0_70_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361488 	298400 	       0.70972*1.0*0.87013 			483.20 				mc15_13TeV.361488.Sherpa_CT10_Ztautau_Mll10to40_Pt140_400_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361487 	100000 	       7.8242*1.0*0.10367 			123.28 				mc15_13TeV.361487.Sherpa_CT10_Ztautau_Mll10to40_Pt70_140_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361489 	99800 	       0.70682*1.0*0.11787 			1197.89 			mc15_13TeV.361489.Sherpa_CT10_Ztautau_Mll10to40_Pt140_400_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361485 	497000 	       2254.2*1.0*0.046987 			4.69 				mc15_13TeV.361485.Sherpa_CT10_Ztautau_Mll10to40_Pt0_70_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361477 	496500 	       2250.0*1.0*0.047277 			4.67 				mc15_13TeV.361477.Sherpa_CT10_Zmumu_Mll10to40_Pt0_70_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361476 	2431500        2251.1*1.0*0.95124 			1.14 				mc15_13TeV.361476.Sherpa_CT10_Zmumu_Mll10to40_Pt0_70_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361479 	99800 	       7.784*1.0*0.10194 			125.77 				mc15_13TeV.361479.Sherpa_CT10_Zmumu_Mll10to40_Pt70_140_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361478 	599800 	       7.7867*1.0*0.89102 			86.45 				mc15_13TeV.361478.Sherpa_CT10_Zmumu_Mll10to40_Pt70_140_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361482 	99800 	       0.00745*1.0*0.84321 			15886.88 			mc15_13TeV.361482.Sherpa_CT10_Zmumu_Mll10to40_Pt400_E_CMS_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361480 	298800 	       0.71424*1.0*0.87022 			480.74 				mc15_13TeV.361480.Sherpa_CT10_Zmumu_Mll10to40_Pt140_400_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361483 	49320 	       0.0075032*1.0*1 				6573.20 			mc15_13TeV.361483.Sherpa_CT10_Zmumu_Mll10to40_Pt400_E_CMS_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361481 	99800 	       0.70704*1.0*0.11674 			1209.11 			mc15_13TeV.361481.Sherpa_CT10_Zmumu_Mll10to40_Pt140_400_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
341102 	498000 	       0.034769*1.0*1.0 			14323.10 			mc15_13TeV.341102.Pythia8EvtGen_A14NNPDF23LO_ZllH125_bb.merge.AOD.e3885_s2608_s2183_r6869_r6282
361474 	99600 	       0.0073149*1.0*0.82797 			16445.09 			mc15_13TeV.361474.Sherpa_CT10_Zee_Mll10to40_Pt400_E_CMS_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361472 	299000 	       0.71014*1.0*0.86947 			484.25 				mc15_13TeV.361472.Sherpa_CT10_Zee_Mll10to40_Pt140_400_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361468 	2493800        2256.1*1.0*0.95157 			1.16 				mc15_13TeV.361468.Sherpa_CT10_Zee_Mll10to40_Pt0_70_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361475 	49940 	       0.0074547*1.0*1 				6699.13 			mc15_13TeV.361475.Sherpa_CT10_Zee_Mll10to40_Pt400_E_CMS_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361471 	99600 	       7.8015*1.0*0.099233 			128.65 				mc15_13TeV.361471.Sherpa_CT10_Zee_Mll10to40_Pt70_140_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361470 	598800 	       7.7821*1.0*0.89435 			86.04 				mc15_13TeV.361470.Sherpa_CT10_Zee_Mll10to40_Pt70_140_BVeto.merge.AOD.e4198_s2608_s2183_r6892_r6264
361469 	499000 	       2252.9*1.0*0.047153 			4.70 				mc15_13TeV.361469.Sherpa_CT10_Zee_Mll10to40_Pt0_70_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
361473 	99200 	       0.7067*1.0*0.10501 			1336.74 			mc15_13TeV.361473.Sherpa_CT10_Zee_Mll10to40_Pt140_400_BFilter.merge.AOD.e4198_s2608_s2183_r6892_r6264
341069 	49800 	       0.00091822*1.0*1.0 			54235.37 			mc15_13TeV.341069.Pythia8EvtGen_A14NNPDF23LO_ttH125_gamgam.merge.AOD.e3796_s2608_s2183_r6765_r6282
410026 	997400 	       1.2615*1.0*1.0 				790.65 				mc15_13TeV.410026.PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_antitop.merge.AOD.e3998_s2608_s2183_r6630_r6264
410025 	997800 	       2.0517*1.0*1.0 				486.33 				mc15_13TeV.410025.PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_top.merge.AOD.e3998_s2608_s2183_r6630_r6264
341156 	1987900        3.8296*1.0*0.4551 			1140.60 			mc15_13TeV.341156.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh.merge.AOD.e3888_s2608_s2183_r6765_r6282
341910 	992000 	       3.8307*1.0*0.45539 			568.66 				mc15_13TeV.341910.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh_unpol.merge.AOD.e4103_s2608_r6765_r6282
341123 	1446400        30.193*1.0*0.45507 			105.27 				mc15_13TeV.341123.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh.merge.AOD.e3935_s2608_s2183_r6765_r6282
342300 	50000 	       30.217*1.0*0.45599 			3.63 				mc15_13TeV.342300.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125W02_tautaulh.merge.AOD.e4284_s2608_s2183_r6869_r6282
341908 	498000 	       3.8282*1.0*0.4546 			286.16 				mc15_13TeV.341908.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh_CPodd.merge.AOD.e4103_s2608_r6765_r6282
341903 	243000 	      30.193*1.0*0.45574 			17.66 				mc15_13TeV.341903.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh_mix50.merge.AOD.e4103_s2608_r6765_r6282
341909 	249000 	      3.8285*1.0*0.45431 			143.16				mc15_13TeV.341909.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh_mix50.merge.AOD.e4103_s2608_r6765_r6282
341902 	473997 	      30.191*1.0*0.45431 			34.56 				mc15_13TeV.341902.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh_CPodd.merge.AOD.e4103_s2608_r6765_r6282
341904 	961000 	      30.19*1.0*0.45516 			69.94 				mc15_13TeV.341904.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh_unpol.merge.AOD.e4103_s2608_r6765_r6282
