| DSID |  Sample  | Total events | Sample Lumi [fb-1] | AMIXsec [pb] | BR  | FiltEff | Total higher order xsec [pb] | K-factor | Higher order xsec sample [pb] | 
| 407127 | mc15_13TeV.407127.Sherpa_CT10_Zmumu_LO_Pt140_280_CVetoBVeto | 300000 | 45.9 | 10.655  | 1.0 | 0.61347 | Undefined  | 1.0 | 6.53652285 | 
| 407130 | mc15_13TeV.407130.Sherpa_CT10_Zmumu_LO_Pt280_500_CVetoBVeto | 500000 | 1086.34 | 0.77951  | 1.0 | 0.59045 | Undefined  | 1.0 | 0.46026168 | 
| 407133 | mc15_13TeV.407133.Sherpa_CT10_Zmumu_LO_Pt500_700_CVetoBVeto | 300000 | 10741.51 | 0.048752  | 1.0 | 0.57288 | Undefined  | 1.0 | 0.027929046 | 
| 407136 | mc15_13TeV.407136.Sherpa_CT10_Zmumu_LO_Pt700_1000_CVetoBVeto | 50000 | 10145.51 | 0.0087842  | 1.0 | 0.56104 | Undefined  | 1.0 | 0.004928288 | 
| 407139 | mc15_13TeV.407139.Sherpa_CT10_Zmumu_LO_Pt1000_E_CMS_CVetoBVeto | 29400 | 44922.13 | 0.0011822  | 1.0 | 0.5536 | Undefined  | 1.0 | 0.000654466 | 
| 407142 | mc15_13TeV.407142.Sherpa_CT10_Ztautau_LO_Pt0_70_CVetoBVeto | 6000000 | 3.87 | 2015.2  | 1.0 | 0.76927 | Undefined  | 1.0 | 1550.232904 | 
| 407145 | mc15_13TeV.407145.Sherpa_CT10_Ztautau_LO_Pt70_140_CVetoBVeto | 2000000 | 46.74 | 67.307  | 1.0 | 0.63571 | Undefined  | 1.0 | 42.78773297 | 
| 407148 | mc15_13TeV.407148.Sherpa_CT10_Ztautau_LO_Pt140_280_CVetoBVeto | 300000 | 45.95 | 10.639  | 1.0 | 0.61364 | Undefined  | 1.0 | 6.52851596 | 
| 407151 | mc15_13TeV.407151.Sherpa_CT10_Ztautau_LO_Pt280_500_CVetoBVeto | 500000 | 1084.61 | 0.78053  | 1.0 | 0.59062 | Undefined  | 1.0 | 0.460996629 | 
| 407154 | mc15_13TeV.407154.Sherpa_CT10_Ztautau_LO_Pt500_700_CVetoBVeto | 300000 | 10773.39 | 0.048623  | 1.0 | 0.5727 | Undefined  | 1.0 | 0.027846392 | 
| 407157 | mc15_13TeV.407157.Sherpa_CT10_Ztautau_LO_Pt700_1000_CVetoBVeto | 50000 | 10084.16 | 0.0087771  | 1.0 | 0.56491 | Undefined  | 1.0 | 0.004958272 | 
| 407160 | mc15_13TeV.407160.Sherpa_CT10_Ztautau_LO_Pt1000_E_CMS_CVetoBVeto | 30000 | 45905.86 | 0.0011815  | 1.0 | 0.55312 | Undefined  | 1.0 | 0.000653511 | 
| 407163 | mc15_13TeV.407163.Sherpa_CT10_Znunu_LO_Pt0_70_CVetoBVeto | 30000000 | 3.57 | 10919.0  | 1.0 | 0.76938 | Undefined  | 1.0 | 8400.86022 | 
| 407166 | mc15_13TeV.407166.Sherpa_CT10_Znunu_LO_Pt70_140_CVetoBVeto | 4000000 | 16.61 | 378.85  | 1.0 | 0.63549 | Undefined  | 1.0 | 240.7553865 | 
| 407169 | mc15_13TeV.407169.Sherpa_CT10_Znunu_LO_Pt140_280_CVetoBVeto | 2000000 | 54.3 | 59.975  | 1.0 | 0.61413 | Undefined  | 1.0 | 36.83244675 | 
| 407172 | mc15_13TeV.407172.Sherpa_CT10_Znunu_LO_Pt280_500_CVetoBVeto | 1000000 | 388.54 | 4.3501  | 1.0 | 0.59165 | Undefined  | 1.0 | 2.573736665 | 
| 407175 | mc15_13TeV.407175.Sherpa_CT10_Znunu_LO_Pt500_700_CVetoBVeto | 500000 | 3242.29 | 0.26869  | 1.0 | 0.57394 | Undefined  | 1.0 | 0.154211939 | 
| 407178 | mc15_13TeV.407178.Sherpa_CT10_Znunu_LO_Pt700_1000_CVetoBVeto | 199800 | 7397.77 | 0.048148  | 1.0 | 0.56094 | Undefined  | 1.0 | 0.027008139 | 
| 407181 | mc15_13TeV.407181.Sherpa_CT10_Znunu_LO_Pt1000_E_CMS_CVetoBVeto | 50000 | 14136.47 | 0.0064279  | 1.0 | 0.55025 | Undefined  | 1.0 | 0.003536952 | 
